Gene Symbol	Description	Category	Uniprot ID	Gifts	GC Id	Relevance score	 GeneCards Link	ADHD_gene	autism_gene	parkinsons_gene	stuttering_gene	tic_gene
CDH2	Cadherin 2	Protein Coding	P19022	64	GC18M038314	5.34788084030151	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDH2	True	True	False	False	True
CDH20	Cadherin 20	Protein Coding	Q9HBT6	48	GC18P061333	2.45502948760986	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDH20	True	True	False	False	False
CDH22	Cadherin 22	Protein Coding	Q9UJ99	42	GC20M046173	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDH22	True	False	False	False	False
CDH23	Cadherin Related 23	Protein Coding	Q9H251	57	GC10P071396	3.01159143447876	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDH23	True	True	False	False	False
CDH3	Cadherin 3	Protein Coding	P22223	60	GC16P121938	0.131633654236794	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDH3	False	True	False	False	False
CDH3-AS1	CDH3 Antisense RNA 1	RNA Gene		18	GC16M075254	0.131633654236794	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDH3-AS1	False	True	False	False	False
CDH4	Cadherin 4	Protein Coding	P55283	54	GC20P061252	2.05753231048584	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDH4	False	True	False	False	False
CDH5	Cadherin 5	Protein Coding	P33151	60	GC16P066366	3.08620047569275	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDH5	True	True	True	False	False
CDH6	Cadherin 6	Protein Coding	P55285	54	GC05P031229	2.05753231048584	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDH6	False	True	False	False	False
CDH7	Cadherin 7	Protein Coding	Q9ULB5	51	GC18P065750	3.52172088623047	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDH7	True	True	False	False	False
CDH8	Cadherin 8	Protein Coding	P55286	55	GC16M061647	9.42990589141846	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDH8	True	True	False	False	False
CDH8-AS1	CDH8 Antisense RNA 1	RNA Gene		10	GC16P121746	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDH8-AS1	True	False	False	False	False
CDH9	Cadherin 9	Protein Coding	Q9ULB4	51	GC05M026916	4.66108894348145	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDH9	True	True	False	False	False
CDHR1	Cadherin Related Family Member 1	Protein Coding	Q96JP9	50	GC10P084194	0.397497028112411	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDHR1	False	True	False	False	False
CDHR3	Cadherin Related Family Member 3	Protein Coding	Q6ZTQ4	47	GC07P105876	0.131633654236794	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDHR3	False	True	False	False	False
CDHR4	Cadherin Related Family Member 4	Protein Coding	A6H8M9	40	GC03M049790	0.464262068271637	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDHR4	True	True	True	False	False
CDIN1	CDAN1 Interacting Nuclease 1	Protein Coding	Q9Y2V0	48	GC15P192765	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDIN1	True	False	False	False	False
CDIPT	CDP-Diacylglycerol--Inositol 3-Phosphatidyltransferase	Protein Coding	O14735	53	GC16M051044	3.22770094871521	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDIPT	True	True	False	False	True
CDIPTOSP	CDIP Transferase Opposite Strand, Pseudogene	Pseudogene	P0DO92	18	GC16P120995	3.21173095703125	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDIPTOSP	True	True	False	False	True
CDK1	Cyclin Dependent Kinase 1	Protein Coding	P06493	60	GC10P060772	4.51033353805542	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK1	True	True	True	False	False
CDK10	Cyclin Dependent Kinase 10	Protein Coding	Q15131	57	GC16P089680	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK10	True	True	True	False	False
CDK11A	Cyclin Dependent Kinase 11A	Protein Coding	Q9UQ88	50	GC01M001702	0.0930790454149246	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK11A	False	True	False	False	False
CDK11B	Cyclin Dependent Kinase 11B	Protein Coding	P21127	52	GC01M022187	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK11B	False	True	True	False	False
CDK12	Cyclin Dependent Kinase 12	Protein Coding	Q9NYV4	58	GC17P039461	0.374151885509491	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK12	True	True	False	False	False
CDK13	Cyclin Dependent Kinase 13	Protein Coding	Q14004	55	GC07P039950	10.0651779174805	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK13	True	True	False	False	False
CDK14	Cyclin Dependent Kinase 14	Protein Coding	O94921	52	GC07P095672	1.07545459270477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK14	True	True	True	False	False
CDK18	Cyclin Dependent Kinase 18	Protein Coding	Q07002	50	GC01P205504	2.79185962677002	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK18	False	True	False	False	False
CDK19	Cyclin Dependent Kinase 19	Protein Coding	Q9BWU1	56	GC06M110609	2.06920409202576	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK19	True	True	False	False	True
CDK2	Cyclin Dependent Kinase 2	Protein Coding	P24941	64	GC12P055966	3.15902638435364	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK2	False	True	True	False	False
CDK20	Cyclin Dependent Kinase 20	Protein Coding	Q8IZL9	54	GC09M087966	1.33255481719971	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK20	True	True	False	False	True
CDK4	Cyclin Dependent Kinase 4	Protein Coding	P11802	67	GC12M060483	1.21526169776917	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK4	True	True	True	False	False
CDK4P1	Cyclin Dependent Kinase 4 Pseudogene 1	Pseudogene		8	GC01P105434	1.10575127601624	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK4P1	True	True	True	False	False
CDK5	Cyclin Dependent Kinase 5	Protein Coding	Q00535	66	GC07M151053	7.13539600372314	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK5	True	True	True	False	True
CDK5R1	Cyclin Dependent Kinase 5 Regulatory Subunit 1	Protein Coding	Q15078	58	GC17P032486	4.73560190200806	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK5R1	False	True	True	False	False
CDK5RAP1	CDK5RAP1 Mitochondrial TRNA Methylthiotransferase	Protein Coding	Q96SZ6	46	GC20M033358	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK5RAP1	True	False	False	True	False
CDK5RAP2	CDK5 Regulatory Subunit Associated Protein 2	Protein Coding	Q96SN8	52	GC09M120388	9.81764888763428	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK5RAP2	True	True	False	False	False
CDK6	Cyclin Dependent Kinase 6	Protein Coding	Q00534	64	GC07M092604	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK6	False	True	True	True	False
CDK6-AS1	CDK6 Antisense RNA 1	RNA Gene		18	GC07P095738	0.681229293346405	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK6-AS1	False	False	False	True	False
CDK8	Cyclin Dependent Kinase 8	Protein Coding	P49336	61	GC13P026254	0.996296584606171	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK8	True	True	False	False	True
CDK9	Cyclin Dependent Kinase 9	Protein Coding	P50750	59	GC09P152847	0.131633654236794	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK9	False	True	False	False	False
CDKAL1	CDKAL1 Threonylcarbamoyladenosine TRNA Methylthiotransferase	Protein Coding	Q5VV42	52	GC06P020534	0.480546861886978	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKAL1	True	True	False	False	False
CDKL2	Cyclin Dependent Kinase Like 2	Protein Coding	Q92772	44	GC04M075576	0.2486432492733	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKL2	False	False	True	False	False
CDKL5	Cyclin Dependent Kinase Like 5	Protein Coding	O76039	56	GC0XP018425	17.1454811096191	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKL5	True	True	False	False	True
CDKN1A	Cyclin Dependent Kinase Inhibitor 1A	Protein Coding	P38936	63	GC06P182020	3.3755521774292	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN1A	False	True	True	False	False
CDKN1B	Cyclin Dependent Kinase Inhibitor 1B	Protein Coding	P46527	61	GC12P074277	7.69039249420166	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN1B	False	True	False	False	True
CDKN1C	Cyclin Dependent Kinase Inhibitor 1C	Protein Coding	P49918	58	GC11M015146	8.05823707580566	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN1C	True	True	False	True	False
CDKN2A	Cyclin Dependent Kinase Inhibitor 2A	Protein Coding	Q8N726	64	GC09M021967	4.23448085784912	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN2A	True	True	True	False	False
CDKN2AIPNL	CDKN2A Interacting Protein N-Terminal Like	Protein Coding	Q96HQ2	38	GC05M134402	0.681229293346405	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN2AIPNL	False	False	False	True	False
CDKN2B	Cyclin Dependent Kinase Inhibitor 2B	Protein Coding	P42772	59	GC09M022002	1.34911632537842	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN2B	True	False	False	False	False
CDKN2B-AS1	CDKN2B And CDKN2A Antisense Cis And Trans Regulatory RNA 1	RNA Gene		32	GC09P021994	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN2B-AS1	True	True	False	False	False
CDKN3	Cyclin Dependent Kinase Inhibitor 3	Protein Coding	Q16667	54	GC14P058243	0.4972864985466	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN3	True	True	True	False	True
CDNF	Cerebral Dopamine Neurotrophic Factor	Protein Coding	Q49AH0	50	GC10M014819	4.82560062408447	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDNF	False	False	True	False	False
CDO1	Cysteine Dioxygenase Type 1	Protein Coding	Q16878	51	GC05M115804	0.2486432492733	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDO1	False	False	True	False	False
CDON	Cell Adhesion Associated, Oncogene Regulated	Protein Coding	Q4KMG0	58	GC11M125955	8.3355884552002	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDON	True	True	False	False	False
CDPF1	Cysteine Rich DPF Motif Domain Containing 1	Protein Coding	Q6NVV7	37	GC22M046244	1.24541056156158	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDPF1	True	True	False	False	False
CDR1	Cerebellar Degeneration Related 1	Protein Coding	P51861	42	GC0XM140782	2.9103832244873	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDR1	False	False	True	False	False
CDR1-AS	CDR1 Antisense RNA	RNA Gene		13	GC0XU902169	2.9103832244873	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDR1-AS	False	False	True	False	False
CDR2	Cerebellar Degeneration Related Protein 2	Protein Coding	Q01850	51	GC16M050650	0.2486432492733	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDR2	False	True	True	False	False
CDR2-DT	CDR2 Divergent Transcript	RNA Gene		17	GC16P120700	2.79185962677002	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDR2-DT	False	True	False	False	False
CDR2L	Cerebellar Degeneration Related Protein 2 Like	Protein Coding	Q86X02	39	GC17P074987	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDR2L	False	False	True	False	False
CDRT15	CMT1A Duplicated Region Transcript 15	Protein Coding	Q96T59	40	GC17M014235	2.79185962677002	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDRT15	True	True	False	False	False
CDRT15L2	CMT1A Duplicated Region Transcript 15 Like 2	Protein Coding	A8MXV6	35	GC17P154179	2.79185962677002	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDRT15L2	False	True	False	False	False
CDRT3	CMT1A Duplicated Region Transcript 3	RNA Gene		10	GC17M096363	2.79185962677002	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDRT3	False	True	False	False	False
CDRT4	CMT1A Duplicated Region Transcript 4	Protein Coding	Q8N9R6	38	GC17M015436	2.97520971298218	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDRT4	False	True	False	False	False
CDRT7	CMT1A Duplicated Region Transcript 7	RNA Gene		15	GC17P015030	2.79185962677002	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDRT7	False	True	False	False	False
CDRT8	CMT1A Duplicated Region Transcript 8	RNA Gene		17	GC17M015104	2.79185962677002	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDRT8	False	True	False	False	False
CDS1	CDP-Diacylglycerol Synthase 1	Protein Coding	Q92903	53	GC04P084605	0.397497028112411	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDS1	False	True	False	False	False
CDSN	Corneodesmosin	Protein Coding	Q15517	53	GC06M031115	0.573625922203064	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDSN	True	True	False	False	False
CDX2	Caudal Type Homeobox 2	Protein Coding	Q99626	54	GC13M027962	1.34911632537842	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDX2	True	False	False	False	False
CDX4	Caudal Type Homeobox 4	Protein Coding	O14627	42	GC0XP073447	0.584532201290131	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDX4	False	True	False	False	False
CDY1	Chromodomain Y-Linked 1	Protein Coding	Q9Y6F8	42	GC0YP027806	0.259767442941666	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDY1	True	True	False	False	False
CDY1B	Chromodomain Y-Linked 1B	Protein Coding	Q9Y6F8	35	GC0YM024047	0.259767442941666	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDY1B	True	True	False	False	False
CDY2A	Chromodomain Y-Linked 2A	Protein Coding	Q9Y6F7	35	GC0YP018025	0.259767442941666	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDY2A	True	True	False	False	False
CDY2B	Chromodomain Y-Linked 2B	Protein Coding	Q9Y6F7	33	GC0YM017877	0.259767442941666	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDY2B	True	True	False	False	False
CDYL	Chromodomain Y Like	Protein Coding	Q9Y232	50	GC06P004706	0.584532201290131	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDYL	False	True	False	False	False
CEACAM20	CEA Cell Adhesion Molecule 20	Protein Coding	Q6UY09	32	GC19M108864	0.681229293346405	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEACAM20	False	False	False	True	False
CEACAM5	CEA Cell Adhesion Molecule 5	Protein Coding	P06731	56	GC19P152590	1.34911632537842	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEACAM5	True	False	False	False	False
CEBPA	CCAAT Enhancer Binding Protein Alpha	Protein Coding	P49715	60	GC19M033299	2.05753231048584	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEBPA	False	True	False	False	False
CEBPB	CCAAT Enhancer Binding Protein Beta	Protein Coding	P17676	58	GC20P050190	4.38419532775879	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEBPB	False	True	True	False	False
CEBPD	CCAAT Enhancer Binding Protein Delta	Protein Coding	P49716	52	GC08M047765	0.304524540901184	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEBPD	True	True	True	True	True
CEBPZ	CCAAT Enhancer Binding Protein Zeta	Protein Coding	Q03701	48	GC02M037201	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEBPZ	False	False	True	False	False
CECR2	CECR2 Histone Acetyl-Lysine Reader	Protein Coding	Q9BXF3	47	GC22P017359	1.74719154834747	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CECR2	True	True	False	False	False
CECR7	Cat Eye Syndrome Chromosome Region, Candidate 7	RNA Gene		21	GC22P091439	0.657264471054077	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CECR7	True	True	False	False	False
CEL	Carboxyl Ester Lipase	Protein Coding	P19835	58	GC09P133061	2.05753231048584	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEL	True	True	False	False	False
CELA2B	Chymotrypsin Like Elastase 2B	Protein Coding	P08218	45	GC01P015465	0.764863669872284	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CELA2B	True	True	False	False	False
CELF1	CUGBP Elav-Like Family Member 1	Protein Coding	Q92879	52	GC11M139456	0.464262068271637	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CELF1	True	True	True	False	False
CELF2	CUGBP Elav-Like Family Member 2	Protein Coding	O95319	57	GC10P010462	4.33807516098022	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CELF2	True	True	False	False	True
CELF2-AS2	CELF2 Antisense RNA 2	RNA Gene		18	GC10M011071	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CELF2-AS2	True	False	False	False	False
CELF3	CUGBP Elav-Like Family Member 3	Protein Coding	Q5SZQ8	48	GC01M151700	2.69849586486816	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CELF3	True	True	False	False	False
CELF4	CUGBP Elav-Like Family Member 4	Protein Coding	Q9BZC1	51	GC18M037242	9.49246978759766	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CELF4	True	True	False	False	True
CELF5	CUGBP Elav-Like Family Member 5	Protein Coding	Q8N6W0	47	GC19P003224	2.57558798789978	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CELF5	True	True	False	True	True
CELF6	CUGBP Elav-Like Family Member 6	Protein Coding	Q96J87	44	GC15M162700	2.61248064041138	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CELF6	False	True	False	False	False
CELIAC10	Celiac Disease, Susceptibility To, 10	Genetic Locus		5	GC03U901211	0.90202397108078	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CELIAC10	True	False	False	False	False
CELIAC11	Celiac Disease, Susceptibility To, 11	Genetic Locus		5	GC03U901236	0.90202397108078	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CELIAC11	True	False	False	False	False
CELIAC12	Celiac Disease, Susceptibility To, 12	Genetic Locus		5	GC06U901611	0.90202397108078	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CELIAC12	True	False	False	False	False
CELIAC13	Celiac Disease, Susceptibility To, 13	Genetic Locus		5	GC12U901080	0.90202397108078	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CELIAC13	True	False	False	False	False
CELIAC2	Celiac Disease 2	Genetic Locus		6	GC05U900007	0.90202397108078	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CELIAC2	True	False	False	False	False
CELIAC5	Celiac Disease, Susceptibility To, 5	Genetic Locus		5	GC15U900548	0.90202397108078	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CELIAC5	True	False	False	False	False
CELIAC6	Celiac Disease, Susceptibility To, 6	Genetic Locus		5	GC04U900984	0.90202397108078	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CELIAC6	True	False	False	False	False
CELIAC7	Celiac Disease, Susceptibility To, 7	Genetic Locus		5	GC01U902349	0.90202397108078	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CELIAC7	True	False	False	False	False
CELIAC8	Celiac Disease, Susceptibility To, 8	Genetic Locus		5	GC02U901656	0.90202397108078	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CELIAC8	True	False	False	False	False
CELIAC9	Celiac Disease, Susceptibility To, 9	Genetic Locus		5	GC03U901197	0.90202397108078	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CELIAC9	True	False	False	False	False
CELSR1	Cadherin EGF LAG Seven-Pass G-Type Receptor 1	Protein Coding	Q9NYQ6	53	GC22M046360	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CELSR1	False	True	True	False	False
CELSR2	Cadherin EGF LAG Seven-Pass G-Type Receptor 2	Protein Coding	Q9HCU4	53	GC01P111859	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CELSR2	False	True	True	False	False
CELSR3	Cadherin EGF LAG Seven-Pass G-Type Receptor 3	Protein Coding	Q9NYQ7	50	GC03M048641	1.07545459270477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CELSR3	False	True	True	False	True
CEMIP2	Cell Migration Inducing Hyaluronidase 2	Protein Coding	Q9UHN6	47	GC09M072045	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEMIP2	True	False	False	False	False
CENATAC	Centrosomal AT-AC Splicing Factor	Protein Coding	Q86UT8	41	GC11P125219	0.731003284454346	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CENATAC	False	True	False	False	False
CEND1	Cell Cycle Exit And Neuronal Differentiation 1	Protein Coding	Q8N111	46	GC11M000787	2.05753231048584	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEND1	False	True	False	False	False
CENPB	Centromere Protein B	Protein Coding	P07199	49	GC20M003783	0.800607740879059	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CENPB	True	True	False	False	True
CENPBD2P	CENPB DNA-Binding Domains Containing 2, Pseudogene	Pseudogene		12	GC19P153299	0.480546861886978	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CENPBD2P	True	True	False	False	False
CENPC	Centromere Protein C	Protein Coding	Q03188	48	GC04M067515	1.21995079517365	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CENPC	False	True	True	False	False
